hp_name,degree
Abnormality of complement system,16
Proximal lower limb amyotrophy,16
Decreased circulating C1q concentration,16
Ridged fingernail,16
Segmental peripheral demyelination/remyelination,16
Abnormal vertebral segmentation and fusion,16
Hypoplastic radial head,16
Thick corpus callosum,16
Cutaneous abscess,16
Horizontal supranuclear gaze palsy,16
Trichodiscoma,16
Intestinal hypoplasia,16
Slow-growing nails,16
Myocardial fibrosis,16
Type II lissencephaly,16
Decreased cirrculating antimullerian hormone circulation,16
B Acute Lymphoblastic Leukemia,16
Absence of the sacrum,16
Microphallus,16
Abnormal upper lip morphology,16
Focal cortical dysplasia,16
Perisylvian polymicrogyria,16
Refractory anemia with ringed sideroblasts,16
Repetitive compulsive behavior,16
Knee dislocation,16
Multifocal seizures,16
"2,8-dihydroxyadenine crystalluria",16
Tongue pain,16
Abnormally folded helix,16
Patchy hypopigmentation of hair,16
Extension of hair growth on temples to lateral eyebrow,16
Poorly ossified vertebrae,16
Congenital aphakia,16
Sclerosis of skull base,16
Reticular pigmentary degeneration,16
Small face,16
Hypoplastic helices,16
Aplasia of the middle phalanges of the toes,16
Asymmetric crying face,16
Generalized reticulate brown pigmentation,16
Focal friction-related palmoplantar hyperkeratosis,16
Lingual dystonia,16
"Elevated urinary N,N-dimethylglycine level",16
Hemolytic-uremic syndrome,16
Prominent calcaneus,16
Fatal liver failure in infancy,16
Short corpus callosum,16
Conjunctival hyperemia,16
Abnormality of the stapes,16
Basilar impression,16
Femoral retroversion,16
Flaring of lower rib cage,16
Aplasia of the nose,16
Reduced hepatic D-glycerate kinase activity,16
Abnormal sperm morphology,16
Recurrent oral herpes,16
Clavicular sclerosis,16
Spinal arachnoid cyst,16
Perioral eczema,16
Pink urine,16
Enlargement of the distal femoral epiphysis,16
Vaginal hernia,16
Sterile pyuria,16
Tracheobronchmegaly,16
Mildly reduced visual acuity,16
Mouth neoplasm,16
Myelitis,16
Parenchymal consolidation,16
Duplication of the distal phalanx of the 5th finger,16
Vacuolated lymphocytes,15
Metaphyseal chondrodysplasia,15
Persistent bleeding after trauma,15
Abnormal basal ganglia MRI signal intensity,15
Erythroid hyperplasia,15
Torsade de pointes,15
Horizontal eyebrow,15
Decreased sensory nerve conduction velocity,15
Decreased number of large peripheral myelinated nerve fibers,15
Microcolon,15
Lid lag on downgaze,15
EEG with polyspike wave complexes,15
Focal tonic seizure,15
Episodic hypertension,15
Hypertension associated with pheochromocytoma,15
Tongue atrophy,15
Lewy bodies,15
Impaired distal tactile sensation,15
Short upper lip,15
Decreased circulating complement C3 concentration,15
Eczematoid dermatitis,15
Vegetative state,15
Allergy,15
Decreased circulating complement C4b concentration,15
Limited knee extension,15
Dysesthesia,15
Aplasia/Hypoplasia of the macula,15
Slow decrease in visual acuity,15
Monocytopenia,15
Thoracolumbar kyphosis,15
Overhanging nasal tip,15
Hyperhomocystinemia,15
Macrodontia of permanent maxillary central incisor,15
Focal hemiclonic seizure,15
Recurrent Serratia marcescens infections,15
Delayed menarche,15
Decreased lymphocyte apoptosis,15
Limbal dermoid,15
Neoplasm of the gastrointestinal tract,15
Total intestinal aganglionosis,15
Abnormal auditory evoked potentials,15
Upper limb undergrowth,15
Broad phalanx,15
Palate telangiectasia,15
Pulmonary hemorrhage,15
Neoplasm of the nose,15
Labial melanotic macule,15
"Ambiguous genitalia, female",15
Delayed ability to stand,15
Mandibular hyperostosis,15
Abdominal obesity,15
Renal interstitial fibrosis,15
Short sperm flagella,15
Long clavicles,15
Posterior fossa cyst,15
Abnormal vestibulo-ocular reflex,15
Muscle fiber splitting,15
Limited wrist extension,15
Severe varicella zoster infection,15
Increased pulmonary vascular resistance,15
Medial rotation of the medial malleolus,15
Halberd-shaped pelvis,15
Hypoplastic vertebral bodies,15
Chronic pain,15
Long hallux,15
Abnormality of the shoulder girdle musculature,15
Complete duplication of thumb phalanx,15
Aplasia/Hypoplasia of the ulna,15
Abnormality of the plantar skin of foot,15
Poor gross motor coordination,15
Unilateral ptosis,15
Paroxysmal dyskinesia,15
Scissor gait,15
Ventouse delivery,15
Increased cellular sensitivity to UV light,15
Acute encephalopathy,15
Generalized hyperreflexia,15
Epidermoid cyst,15
Hypomelanotic macule,15
Abnormality of chorioretinal pigmentation,15
Absent nasal bridge,15
Methylmalonic acidemia,15
Abnormal emotion,15
Abnormality of the gingiva,15
Broad toe,15
Adrenogenital syndrome,15
Capillary fragility,15
Impaired oropharyngeal swallow response,15
Cleft ala nasi,15
Coronal hypospadias,15
Hypoplastic 5th lumbar vertebrae,15
Shortening of all phalanges of fingers,15
Median cleft palate,15
Congenital exfoliative erythroderma,15
Metacarpal synostosis,15
Craniofacial osteosclerosis,15
Type C brachydactyly,15
Posterior synechiae of the anterior chamber,15
Microvesicular hepatic steatosis,15
Pseudobulbar affect,15
Abnormal prolactin level,15
Aplasia/Hypoplasia of the gallbladder,15
Increased serum iron,15
Livedo reticularis,15
Corneopalpebral synechiae,15
Type II transferrin isoform profile,15
Multiple pterygia,15
Macrogyria,15
Hypernatremia,15
Pleuropulmonary blastoma,15
Hypertonic dehydration,15
Mesangial matrix expansion,15
Auricular pit,15
Increased CSF leucine concentration,15
Facial shape deformation,15
Chronic axonal neuropathy,15
Howell-Jolly bodies,15
Spontaneous conjunctival filtering bleb,15
Anterolateral radial head dislocation,15
Congenital miosis,15
Hyperlipoproteinemia,15
Abnormally shaped carpal bones,15
Decreased circulating C1-esterase inhibitor concentration,15
Abnormal temporal bone morphology,15
Ventricular extrasystoles,15
Nasal obstruction,15
Abnormality of the spinal cord,15
Immunologic hypersensitivity,14
Abnormal conjunctiva morphology,14
Portal fibrosis,14
Abnormal erythrocyte enzyme level,14
Limited shoulder movement,14
Cardiac conduction abnormality,14
Middle age onset,14
Periventricular white matter hyperintensities,14
Diffuse alveolar hemorrhage,14
Abnormal respiratory system physiology,14
Intermittent jaundice,14
Increased red cell osmotic fragility,14
Stuttering,14
Jerky head movements,14
Periportal fibrosis,14
Abnormality of the inner ear,14
Fatigable weakness of swallowing muscles,14
Increased endomysial connective tissue,14
Astrocytosis,14
Fractures of the long bones,14
Restless legs,14
Parotitis,14
Abnormal hip joint morphology,14
Staring gaze,14
Tricuspid atresia,14
Impaired T cell function,14
Complete atrioventricular canal defect,14
Abnormal megakaryocyte morphology,14
Social and occupational deterioration,14
Bilateral coxa valga,14
Electronegative electroretinogram,14
Decreased proportion of CD8-positive T cells,14
Early onset of sexual maturation,14
Periventricular cysts,14
Periventricular nodular heterotopia,14
Abnormal involuntary eye movements,14
Nocturnal seizures,14
Aplasia of the maxilla,14
Abnormality of the first metatarsal bone,14
Anaphylactic shock,14
Endometrial carcinoma,14
Lip telangiectasia,14
Abnormal leukocyte morphology,14
Rhinorrhea,14
Myofibrillar myopathy,14
Trident pelvis,14
Short digit,14
Single ventricle,14
Vertical nystagmus,14
Abnormality of the diaphragm,14
Nocturnal hypoventilation,14
Acholic stools,14
Structural foot deformity,14
Proximal upper limb amyotrophy,14
Metrorrhagia,14
Membranoproliferative glomerulonephritis,14
Aplasia of the eccrine sweat glands,14
Peripheral axonal degeneration,14
Pyrimidine-responsive megaloblastic anemia,14
Hypoglycorrhachia,14
Periosteal thickening of long tubular bones,14
Decreased head circumference,14
Elevated creatine kinase after exercise,14
Abnormal urinary color,14
Fifth metacarpal with ulnar notch,14
T-cell lymphoma,14
Talipes valgus,14
Progressive distal muscle weakness,14
Hepatic encephalopathy,14
Fetal polyuria,14
Vestibular hypofunction,14
Hemeralopia,14
Small cerebral cortex,14
Tooth abscess,14
Perianal abscess,14
Infantile sensorineural hearing impairment,14
Facial grimacing,14
Bowel urgency,14
Dorsal subluxation of ulna,14
Abnormal morphology of the radius,14
Bifid sacrum,14
Prominent digit pad,14
Embryonal rhabdomyosarcoma,14
Absent nares,14
Accessory carpal bones,14
Porokeratosis,14
Abnormal trabecular bone morphology,14
Multiflagellar spermatozoa,14
Profound sensorineural hearing impairment,14
Anterior pituitary dysgenesis,14
Enlargement of the ankles,14
Abnormal posturing,14
Cortically dense long tubular bones,14
Small forehead,14
Mixed hypo- and hyperpigmentation of the skin,14
Gastric adenocarcinoma,14
Afibrinogenemia,14
Head titubation,14
Eclampsia,14
Elevated circulating acylcarnitine concentration,14
Anuria,14
Iris atrophy,14
Malformation of the heart and great vessels,14
Small thenar eminence,14
Aplasia/Hypoplasia of the pubic bone,14
Cervical cord compression,14
Absent distal phalanx of the 2nd toe,14
Loss of gluteal subcutaneous adipose tissue,14
Euthyroid hyperthyroxinemia,14
Propionyl-CoA carboxylase deficiency,14
Prolinuria,14
Widened atrophic scar,14
Shoulder subluxation,14
Elevated circulating hexacosanoic acid concentration,14
Demyelinating motor neuropathy,14
Anteverted ears,14
Decreased CSF serine concentration,14
Recurrent viral upper respiratory tract infections,14
Persistent viremia,14
Papillary renal cell carcinoma type 2,14
"Decreased proportion of central memory CD4-positive, alpha-beta T cells",14
Deviation of the thumb,14
Elevated circulating uroporphyrin concentration,14
Narrow femoral neck,14
Partial aniridia,14
Aplasia/Hypoplasia of the fovea,14
Hidrotic ectodermal dysplasia,14
Aplasia of the proximal phalanges of the hand,14
Abnormality of the anterior pituitary,14
Hypoactive bowel sounds,14
Abnormality of higher mental function,14
Elevated serum alanine aminotransferase,14
Exercise-induced myoglobinuria,13
Premature osteoarthritis,13
Discoid lupus rash,13
Addictive alcohol use,13
Mesomelic short stature,13
Spondylometaphyseal dysplasia,13
Sick sinus syndrome,13
Prominent nasolabial fold,13
Diaphragmatic eventration,13
Cerebral dysmyelination,13
Testicular neoplasm,13
Acantholysis,13
Mandibulofacial dysostosis,13
Abnormality of the diencephalon,13
Distal peripheral sensory neuropathy,13
Intestinal pseudo-obstruction,13
Abnormality of the mitochondrion,13
Triceps weakness,13
Focal clonic seizure,13
Adrenal pheochromocytoma,13
Transitional cell carcinoma of the bladder,13
Sinus tachycardia,13
Hypersplenism,13
Reduced circulating vitamin A concentration,13
Kinetic tremor,13
Impaired tactile sensation,13
Severe failure to thrive,13
Parietal bossing,13
Non-Hodgkin lymphoma,13
Neonatal alloimmune thrombocytopenia,13
Abnormal oral glucose tolerance,13
Carcinoid tumor,13
Impairment of activities of daily living,13
Extrahepatic cholestasis,13
Decreased CD4:CD8 ratio,13
Knee joint hypermobility,13
Recurrent opportunistic infections,13
Reduced natural killer cell count,13
Focal emotional seizure with laughing,13
Receptive language delay,13
Anasarca,13
Palmoplantar cutis laxa,13
Left unilambdoid synostosis,13
Hemimegalencephaly,13
Brain abscess,13
Duodenal polyposis,13
Bladder polyp,13
Progressive peripheral neuropathy,13
Mild microcephaly,13
Protracted diarrhea,13
Ankylosis,13
Hamartoma of tongue,13
Reduced factor IX activity,13
Multiple prenatal fractures,13
Increased muscle lipid content,13
Enuresis nocturna,13
Oral aversion,13
Absent neutrophil specific granules,13
Abnormal cranial nerve physiology,13
Thickened glomerular basement membrane,13
Decreased/absent ankle reflexes,13
Cervical ribs,13
Increased axial length of the globe,13
Cutaneous leiomyoma,13
Obtuse angle of mandible,13
Multiple exostoses,13
Clinodactyly of the 4th finger,13
Decreased inhibin B level,13
Absent brainstem auditory responses,13
Female pseudohermaphroditism,13
Abnormal circulating fatty-acid concentration,13
Duplication of thumb phalanx,13
Abnormal sweat electrolytes,13
Heterotaxy,13
Chorioretinal degeneration,13
Heparan sulfate excretion in urine,13
Proboscis,13
Recurrent spontaneous abortion,13
Abnormal muscle tone,13
Steroid-resistant nephrotic syndrome,13
Neuropathic arthropathy,13
Abnormality of thyroid physiology,13
Supraauricular pit,13
Paroxysmal atrial tachycardia,13
Abnormal femoral neck/head morphology,13
Bifid distal phalanx of the thumb,13
Delayed proximal femoral epiphyseal ossification,13
Delayed tarsal ossification,13
Neonatal insulin-dependent diabetes mellitus,13
Cutaneous syndactyly of toes,13
Aplasia/Hypoplasia of the 1st metacarpal,13
Jerky ocular pursuit movements,13
Ocular anterior segment dysgenesis,13
Elevated plasma citrulline,13
Shortening of all distal phalanges of the fingers,13
Aplasia of the distal phalanx of the 3rd finger,13
Limited extraocular movements,13
Talon cusp,13
Abnormal granulocyte morphology,13
Enamel hypomineralization,13
Cleavage at junction of stratum corneum and stratum granulosum,13
Aplasia/Hypoplasia involving the pelvis,13
Metacarpophalangeal synostosis,13
Increased urinary potassium,13
Elevated circulating suberic acid concentration,13
Premature occlusive vascular stenosis,13
Limited neck flexion,13
Hypermetric saccades,13
Enlarged proximal interphalangeal joints,13
Reduced circulating growth hormone concentration,13
Annular cutaneous lesion,13
Abnormal left ventricle morphology,13
Muscle fiber granulofilamentous inclusion bodies,13
"Reduced muscle 2,4-dienoyl-CoA reductase activity",13
Red hair,13
Coarctation of the descending aortic arch,13
Lupus anticoagulant,13
Spontaneous esophageal perforation,13
Amelia,13
Increased urinary taurine,13
Absent inner eyelashes,13
Asymmetric radial dysplasia,13
Fetal megacystis,13
Bifid penis,13
Respiratory difficulties,13
Abnormality of the nares,13
Abnormality of the cerebellar vermis,13
Abnormality of the intervertebral disk,13
Progressive inability to walk,13
Decreased serum complement C3,13
Elevated serum aspartate aminotransferase,13
Appendicular hypotonia,12
Premature ventricular contraction,12
Sinus bradycardia,12
Prolonged PR interval,12
Cartilage destruction,12
Oligoarthritis,12
Increased circulating interleukin 6 concentration,12
Cor pulmonale,12
Crackles,12
Recurrent pancreatitis,12
Pulmonary venous hypertension,12
Anti-acetylcholine receptor antibody positivity,12
Glucocortocoid-insensitive primary hyperaldosteronism,12
Increased hematocrit,12
Paraganglioma of head and neck,12
Episodic paroxysmal anxiety,12
Myokymia,12
Frontal cortical atrophy,12
Abnormal brain FDG positron emission tomography,12
Frontotemporal cerebral atrophy,12
Weakness due to upper motor neuron dysfunction,12
Abnormal calvaria morphology,12
Abnormal calf musculature morphology,12
Chorioretinitis,12
Intraalveolar phospholipid accumulation,12
Band keratopathy,12
Low-grade fever,12
Caudate atrophy,12
Platybasia,12
Cephalohematoma,12
Chilblains,12
CSF lymphocytic pleiocytosis,12
Atypical absence status epilepticus,12
Bull's eye maculopathy,12
Food intolerance,12
Prostate cancer,12
Absent pubic hair,12
Lumbar scoliosis,12
Functional intestinal obstruction,12
Pineal cyst,12
Prenatal movement abnormality,12
Hypoplasia of the cochlea,12
Branchial fistula,12
Fingerpad telangiectases,12
Encephalomalacia,12
Right aortic arch,12
Decreased LDL cholesterol concentration,12
Cranial hyperostosis,12
Capillary malformation,12
Prolonged bleeding following circumcision,12
Abnormality of tumor necrosis factor secretion,12
Irregular dentition,12
4-5 toe syndactyly,12
Solitary median maxillary central incisor,12
Abnormal brainstem MRI signal intensity,12
Partial functional complement factor D deficiency,12
Hamstring contractures,12
Lack of spontaneous play,12
Progressive pes cavus,12
Anal mucosal leukoplakia,12
Lumbosacral hirsutism,12
